e,fc,fa,fe,nc,nae,tr,w,pc,pa,pe,rc,ra,re,uIc,uIa,uIe,uNc,uNa,uNe,vc,va,ve,x,c2000,PSID
0.65095314187929,0.106776831939351,0.548508739680983,0.392910536305171,0.107901677221525,0.105103574332329,9.47259460808709,0.0166107334052213,0.0481929571391083,0.164419946083799,0.307997766424671,0.0146842306968756,0.0139459111681208,0.0145796783726972,0.106847357907734,0.0963629044690169,0.142628760369357,0.0224403763916676,0.0177357658161782,0.0267886331862777,0.000119285569991916,0.00015673327553086,0.000324384674999154,0.32285018987488,0.162084517791194,5ce421fea9f4772c3ac9973d18483e49
0.647623525623485,0.106446329671861,0.543156145132563,0.385708576218903,0.104080946711476,0.102646879639158,9.10346041403523,0.0161078837819958,0.0476558440279382,0.164281021371829,0.306081498860908,0.0143488812048597,0.0136989375048535,0.0145328311985776,0.106639298397199,0.0952544594361993,0.141041823358717,0.0211907848327443,0.0168560401760844,0.0270178685290053,0.000114838020637659,0.000160301103430665,0.000934662446442261,0.31780552972367,0.137776700710543,0f58e1bde365b3ffb8cd55e846feb6fe
0.652714766690237,0.106943411823298,0.554872166576708,0.391674604460286,0.103348947141721,0.102307789942338,9.25452714962905,0.0160934493449777,0.0475250184960533,0.16136601650823,0.306841524432024,0.0148216176910464,0.0137457203773982,0.0145809049856975,0.104029876569654,0.0941787045647074,0.140111302786605,0.0205933038260592,0.0160954733342694,0.0267482078976563,0.000107757085751955,0.000159916938510052,0.00168044602457799,0.318683269196708,0.149668606605424,1efafa3b61e74f5745895e63fb4963f8
0.664255848568962,0.103987128265772,0.539673168431168,0.367949124781723,0.102632186837861,0.101895506108126,9.25033284545766,0.0165316951002059,0.047180990154722,0.160901846992518,0.308074334675521,0.0145207606603578,0.0139274136453809,0.014627154091549,0.110829022172756,0.102442325278319,0.146321440354193,0.0216518312966715,0.016422851857358,0.0281762287866628,0.000108149805177735,0.000155992715340427,0.00200758509014754,0.325405242918317,0.147486106207587,9515b04241c4ba209849a8d0c23e9b8d
0.666787423743229,0.106145840676807,0.530597589879531,0.36847594492811,0.104574181756712,0.103208117286405,9.4426747082241,0.0168458999040176,0.0472875927293206,0.161547567886763,0.304720624200144,0.0145427368317136,0.0139756492355453,0.0146700879972121,0.109959274888965,0.100426283572196,0.146826182259061,0.0215052960447488,0.0168044148446858,0.0282331081189662,0.000108800050052,0.000155954712566402,0.000888335209911598,0.328939968260715,0.149819647024141,38514aa3a6b5d37eabb538fa38a6b128
0.65502207010169,0.103599998571633,0.554748739988611,0.375677790317124,0.103652780008754,0.102542346310917,9.59386606369548,0.017199284786589,0.0463740828365911,0.159936870521483,0.307720796913757,0.0146369857666849,0.014129350179017,0.0146978083207189,0.106355073553145,0.0974042758972717,0.1479007832136,0.0225315637068167,0.0185678352630411,0.0284490020569061,0.00011226291269603,0.000154315888201708,0.000915924067987569,0.322675321805764,0.159898292185484,989360e28190fb55fe3afcd1ec7a7d88
0.655717256038231,0.107705664703444,0.570280547966608,0.38336147956876,0.103226432709576,0.102254160035597,9.77202538009918,0.0167932873517139,0.0484860344909231,0.154800093986257,0.302712419324514,0.0149339802386729,0.0141788496166574,0.0147186315413839,0.107834420719655,0.0942501215934171,0.146599960858014,0.0227520438154192,0.0185698141376905,0.0292506858929892,0.000110438644895079,0.000157243247810359,0.00121351295167074,0.321714483554491,0.173783932172285,08e06f80c1254a84b2614ae13a2c546c
0.658918710494883,0.110281409725213,0.550748479059028,0.371027227286466,0.105622342949315,0.103617255389933,9.65492982543839,0.016516534812008,0.0483031278149502,0.15570738531509,0.309059142484024,0.0145352823063061,0.0142972985301869,0.0147710518360453,0.104244217153266,0.0943213443775415,0.145007994797457,0.0228695442127885,0.0179835065772158,0.0288534034265005,0.000113190751463862,0.00015206357688953,0.000648295273660094,0.327437796659907,0.155618303570313,4c663861fd38f218e31f9cc7bbf3743e
0.668947488484449,0.113617444365318,0.547422490588223,0.369566068591986,0.108983018032673,0.105972394413492,9.9032017322941,0.0164923891887837,0.0495700560753298,0.153724162600419,0.302992205524807,0.0142278540342949,0.0141594950063618,0.0147034884027557,0.106291835666422,0.0947544070104889,0.144221697863055,0.0227984507286155,0.0177807021025859,0.0286505531226876,0.00011502248278369,0.000148421759987804,0.0015864290870541,0.32567546234922,0.162164079599607,f460e56653b22327f18b354fbf9a9bb3
0.676431556134797,0.1146877832699,0.553705172103759,0.372428984729958,0.107725162079839,0.105011307035099,9.70615055893817,0.0168779909508379,0.0482502472575386,0.15466953998604,0.308434701934359,0.0140867161912413,0.0140096614202749,0.0146688980955777,0.104923781611641,0.0952075955331162,0.146407340412164,0.0231595194111876,0.0177679178040548,0.0283349847701783,0.000114985972483573,0.000146323496507132,0.000509064293986771,0.32731245049995,0.155496574308049,b87b7fda9ce452f1208530a105fabf85
